Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type,Store_Age,Price_Per_Weight,Product_Store_Sales_Total
10.66,0,0.046,6,107.51,1998,2,2,1,26,10.084419848044275,2194.07
15.46,0,0.105,6,105.02,2009,1,1,3,15,6.792574865791345,3229.08
17.03,0,0.071,1,179.62,1999,1,0,0,25,10.546650226058363,5108.53
13.14,2,0.081,3,124.68,2009,1,1,3,15,9.487862415341299,3106.09
10.23,1,0.015,8,169.62,2009,1,1,3,15,16.579024533281206,3368.51
14.12,1,0.059,11,148.13,2009,1,1,3,15,10.490050279725233,3808.19
11.25,0,0.048,14,140.27,2009,1,1,3,15,12.467336236778955,2996.83
17.38,2,0.164,15,150.7,1987,0,1,2,37,8.670387204418617,4597.68
10.29,2,0.036,10,202.9,1987,0,1,2,37,19.716256923525414,4062.75
12.07,0,0.077,10,131.58,2009,1,1,3,15,10.900505343384973,3004.57
15.04,1,0.018,11,135.55,2009,1,1,3,15,9.012033774350112,3757.4
15.18,0,0.076,14,164.02,1999,1,0,0,25,10.804294842237008,4372.76
17.64,0,0.024,3,188.22,1999,1,0,0,25,10.669463182359275,5422.65
14.48,2,0.093,13,185.65,1987,0,1,2,37,12.820247220495823,4656.85
12.68,0,0.043,13,148.86,2009,1,1,3,15,11.738821859474807,3497.51
16.25,0,0.046,3,192.27,1999,1,0,0,25,11.831271921727893,5191.46
11.71,0,0.031,4,143.47,2009,1,1,3,15,12.250875245495687,3167.46
12.62,2,0.085,5,139.89,2009,1,1,3,15,11.083907772759686,3299.22
12.7,0,0.027,14,164.9,2009,1,1,3,15,12.98322966695536,3828.96
14.79,2,0.14,0,148.09,2009,1,1,3,15,10.012169562571835,3958.75
10.49,2,0.087,6,93.74,1998,2,2,1,26,8.935277857210943,1874.02
12.26,2,0.024,6,133.16,2009,1,1,3,15,10.860451839164831,3079.64
9.99,0,0.162,5,116.09,1998,2,2,1,26,11.619457511760585,2218.05
10.87,0,0.033,13,160.36,2009,1,1,3,15,14.751172845184438,3322.13
10.76,0,0.007,0,171.82,2009,1,1,3,15,15.96691757271629,3532.18
12.93,2,0.029,13,130.35,2009,1,1,3,15,10.080426881138349,3173.86
11.48,2,0.035,3,166.51,2009,1,1,3,15,14.503092065151119,3586.35
15.67,2,0.045,6,181.27,1987,0,1,2,37,11.567226086401634,4835.88
10.72,0,0.068,13,111.08,1998,2,2,1,26,10.360973789758418,2281.16
9.41,2,0.021,12,54.64,1998,2,2,1,26,5.805971735203485,829.1
10.73,0,0.036,13,126.43,2009,1,1,3,15,11.781753797409376,2596.93
10.74,2,0.039,10,164.21,2009,1,1,3,15,15.288148217112003,3372.04
9.63,0,0.011,4,125.43,1987,0,1,2,37,13.02356972277022,2327.55
8.89,2,0.076,0,101.39,1998,2,2,1,26,11.403666629175572,1668.17
16.72,0,0.101,4,217.12,1999,1,0,0,25,12.984869325997249,5806.41
8.15,0,0.065,6,99.78,1998,2,2,1,26,12.241442767758558,1467.89
14.68,0,0.076,6,137.53,2009,1,1,3,15,9.367890470676386,3716.88
13.02,2,0.053,5,150.46,2009,1,1,3,15,11.555180093694803,3605.57
10.46,0,0.103,6,100.58,1998,2,2,1,26,9.614759583213841,2007.53
12.23,0,0.05,0,177.75,2009,1,1,3,15,14.532744665194997,3986.38
7.83,2,0.097,6,125.42,1998,2,2,1,26,16.015834503894776,1922.06
10.61,1,0.03,9,114.99,1987,0,1,2,37,10.8368674017529,2336.1
13.1,0,0.078,3,145.5,2009,1,1,3,15,11.106022441035035,3523.76
9.61,2,0.042,0,80.09,1998,2,2,1,26,8.333159920923944,1396.25
13.12,2,0.055,3,169.33,1987,0,1,2,37,12.90526636689277,4015.02
11.95,0,0.038,13,125.45,1998,2,2,1,26,10.497029537277216,871.22
6.64,0,0.009,0,129.24,1998,2,2,1,26,19.460924559554286,1731.05
16.59,0,0.039,4,232.41,1999,1,0,0,25,14.008197215357724,3724.32
11.46,0,0.067,14,146.59,2009,1,1,3,15,12.79033243172498,3174.28
13.81,0,0.029,6,156.77,2009,1,1,3,15,11.351096951705163,3914.0
10.28,0,0.025,3,142.01,2009,1,1,3,15,13.812858671335475,2813.27
12.27,2,0.062,13,158.12,2009,1,1,3,15,12.885665389943771,3594.1
10.99,1,0.053,9,152.08,2009,1,1,3,15,13.836775543626604,3181.78
12.64,0,0.053,6,145.92,2009,1,1,3,15,11.543390554544734,5160.75
13.84,0,0.089,0,135.04,2009,1,1,3,15,9.756520482624088,3475.33
12.38,0,0.046,15,138.81,2009,1,1,3,15,11.21153380179307,3223.27
11.75,0,0.128,0,152.69,2009,1,1,3,15,12.993787762743597,3365.65
13.99,0,0.021,6,210.21,1999,1,0,0,25,15.024658709170183,5047.84
8.12,0,0.048,2,81.36,1998,2,2,1,26,10.018470631695605,1085.88
14.28,0,0.01,5,153.35,2009,1,1,3,15,10.738043554372943,3950.0
11.99,0,0.094,6,125.16,2009,1,1,3,15,10.437828371278458,2856.48
14.02,2,0.045,3,144.69,2009,1,1,3,15,10.319520718921618,3714.61
12.42,0,0.058,6,131.64,2009,1,1,3,15,10.598180500764833,4178.26
15.39,0,0.011,0,159.13,1998,2,2,1,26,10.3391592489117,1103.68
15.86,1,0.047,8,142.56,1987,0,1,2,37,8.988083979572536,4085.8
10.93,0,0.073,14,145.92,2009,1,1,3,15,13.349190375994876,3040.05
10.79,0,0.056,6,113.32,1987,0,1,2,37,10.501343712352888,2342.14
13.79,0,0.115,15,176.35,1999,1,0,0,25,12.787325067072729,4309.23
11.38,0,0.125,5,175.82,2009,1,1,3,15,15.448554608558123,3755.34
14.08,1,0.026,8,193.38,1987,0,1,2,37,13.73339961650451,4723.11
10.69,0,0.12,0,116.69,1987,0,1,2,37,10.914788139556638,2389.16
15.55,2,0.027,14,162.47,1999,1,0,0,25,10.447559642466722,4424.01
9.35,0,0.064,6,111.63,1998,2,2,1,26,11.93776066730831,1982.48
14.14,2,0.126,10,182.81,1987,0,1,2,37,12.927657167102751,4521.29
19.37,0,0.099,13,226.76,1999,1,0,0,25,11.706158690826491,5961.77
12.74,0,0.037,13,157.51,2009,1,1,3,15,12.362451926850325,3686.93
10.14,0,0.122,12,162.93,2009,1,1,3,15,16.06646287348388,3210.54
13.33,0,0.054,14,149.59,2009,1,1,3,15,11.22121371239967,3658.51
11.08,2,0.171,4,138.17,2009,1,1,3,15,12.469091237252956,2915.59
14.41,2,0.122,10,155.09,1987,0,1,2,37,10.761917979321352,4014.47
11.42,2,0.01,14,172.12,2009,1,1,3,15,15.070484195779706,3688.46
15.33,2,0.111,6,210.12,1999,1,0,0,25,13.7055638901572,5350.05
13.54,0,0.093,3,152.82,2009,1,1,3,15,11.285724835684219,3772.87
11.58,0,0.07,0,151.71,2009,1,1,3,15,13.099905016837926,4776.28
13.97,0,0.025,5,188.22,1987,0,1,2,37,13.472192398539832,4594.32
11.63,1,0.011,8,144.47,2009,1,1,3,15,12.421115983148482,2918.24
14.15,2,0.052,5,133.72,2009,1,1,3,15,9.449508868631192,3519.26
13.44,1,0.076,9,137.65,2009,1,1,3,15,10.241053493043674,3440.0
12.21,2,0.019,4,176.25,2009,1,1,3,15,14.433707313078372,3951.99
13.74,0,0.04,3,186.96,1987,0,1,2,37,13.60599665235427,4515.79
11.55,2,0.023,13,119.89,2009,1,1,3,15,10.379187949095316,2648.75
12.06,0,0.157,2,104.46,1987,0,1,2,37,8.660973385291435,2448.0
12.58,1,0.026,8,120.93,2009,1,1,3,15,9.6121135044909,2903.64
11.87,0,0.072,6,140.76,2009,1,1,3,15,11.857467778620167,3148.54
15.24,0,0.053,10,204.28,1999,1,0,0,25,13.403319992126502,5209.52
14.4,0,0.02,3,177.93,1999,1,0,0,25,12.355391986667593,4480.73
13.13,0,0.027,13,110.64,2009,1,1,3,15,8.425862462874115,2816.81
13.0,0,0.042,5,146.99,2009,1,1,3,15,11.306053380509193,3530.16
9.39,0,0.157,3,75.32,1998,2,2,1,26,8.020445107017355,1247.89
9.88,2,0.056,5,67.99,1998,2,2,1,26,6.880882501771075,1209.9
16.56,2,0.096,6,185.24,1999,1,0,0,25,11.185314896443453,5117.37
17.15,2,0.019,6,142.09,1999,1,0,0,25,8.284648125473733,4367.62
15.93,0,0.014,3,172.22,1987,0,1,2,37,10.810369719414977,4709.12
12.21,0,0.129,6,142.19,2009,1,1,3,15,11.64441896650561,3254.38
10.99,2,0.028,3,186.74,2009,1,1,3,15,16.990264762078066,3889.56
12.08,0,0.061,5,153.26,2009,1,1,3,15,12.686035924178462,3452.34
14.65,2,0.22,4,174.5,1999,1,0,0,25,11.910449798648557,4467.73
12.59,1,0.193,9,153.95,2009,1,1,3,15,12.22698753077595,3580.69
16.36,0,0.078,6,156.11,1999,1,0,0,25,9.541592812175296,4477.4
11.76,2,0.13,13,172.43,2009,1,1,3,15,14.661168268004422,3771.5
12.08,0,0.042,4,179.07,1999,1,0,0,25,14.822448472808542,5572.72
12.23,2,0.019,6,145.37,2009,1,1,3,15,11.885373231951599,3323.56
11.99,2,0.091,6,163.82,2009,1,1,3,15,13.661913101492786,3647.44
15.21,0,0.044,14,177.95,1987,0,1,2,37,11.69877062652028,4662.98
9.0,1,0.03,8,31.0,1998,2,2,1,26,3.444061770914343,253.53
12.41,0,0.076,10,128.87,2009,1,1,3,15,10.383530738860689,3025.94
12.4,0,0.021,3,153.16,2009,1,1,3,15,12.350616885735022,3522.31
16.9,0,0.28,0,179.19,1999,1,0,0,25,10.602331223004557,5072.25
14.03,0,0.089,13,127.42,1999,1,0,0,25,9.081319934430903,5588.8
12.07,1,0.045,8,151.82,2009,1,1,3,15,12.577251263358463,3419.12
8.29,0,0.144,14,130.89,1998,2,2,1,26,15.786997949583887,2137.39
14.41,2,0.084,4,124.18,2009,1,1,3,15,8.617028658663521,3383.14
13.93,2,0.006,13,155.02,2009,1,1,3,15,11.127700811140624,4646.23
15.57,1,0.091,8,205.73,1999,1,0,0,25,13.212381992164921,4982.49
13.54,2,0.015,14,134.74,2009,1,1,3,15,9.950520641016174,3403.3
9.86,2,0.057,5,102.3,1999,1,0,0,25,10.374201399452389,5174.91
14.34,0,0.16,6,162.53,1999,1,0,0,25,11.333240359807546,6111.13
11.68,1,0.045,9,114.64,2009,1,1,3,15,9.814228233884085,2571.51
15.32,2,0.056,10,152.49,1987,0,1,2,37,9.953005678480517,4168.32
10.74,0,0.128,3,132.21,2009,1,1,3,15,12.308909784936226,2716.76
15.23,0,0.042,5,140.48,2009,1,1,3,15,9.223294596546516,3902.6
12.2,1,0.1,9,147.08,2009,1,1,3,15,12.05474961068765,3352.73
8.18,0,0.104,13,108.67,1998,2,2,1,26,13.283217210609951,1658.65
13.46,0,0.092,4,193.75,1987,0,1,2,37,14.39343288017235,4592.18
15.15,2,0.049,5,143.08,2009,1,1,3,15,9.443601082436803,3936.82
15.58,2,0.148,0,155.8,1999,1,0,0,25,9.999358192670561,4294.9
13.67,2,0.036,5,134.98,2009,1,1,3,15,9.873454758247385,3437.5
17.03,0,0.034,0,212.33,1999,1,0,0,25,12.467265574540543,5777.8
12.49,2,0.077,6,138.54,2009,1,1,3,15,11.091185653670642,3243.32
13.37,0,0.026,13,153.06,2009,1,1,3,15,11.447161768005387,3739.69
12.89,2,0.067,6,116.78,2009,1,1,3,15,9.059033434178884,2888.83
15.35,0,0.029,5,192.99,1999,1,0,0,25,12.571819425444598,5003.72
12.58,0,0.023,0,114.69,2009,1,1,3,15,9.116127493839917,2774.86
14.21,2,0.176,4,144.38,2009,1,1,3,15,10.159735416226866,3751.48
9.96,1,0.038,11,140.95,2009,1,1,3,15,14.150185724324865,2720.64
14.33,0,0.013,0,138.85,2009,1,1,3,15,9.688786546647128,3663.97
14.8,0,0.11,6,180.39,1987,0,1,2,37,12.18769002094453,4622.12
14.99,0,0.042,6,160.1,1999,1,0,0,25,10.679741178040157,4249.88
15.3,0,0.126,10,209.54,1999,1,0,0,25,13.694529769296123,5330.33
12.84,1,0.032,9,138.72,2009,1,1,3,15,10.802896970640916,3325.48
10.79,2,0.078,13,120.9,1987,0,1,2,37,11.203780928551573,2497.79
10.72,0,0.05,13,119.37,1987,0,1,2,37,11.134222553866245,2449.82
12.89,0,0.061,0,174.88,1987,0,1,2,37,13.566053836009619,4075.95
11.82,0,0.152,13,123.64,2009,1,1,3,15,10.459352000676763,2787.21
13.44,0,0.032,4,180.62,1999,1,0,0,25,13.437988244922254,4318.12
12.18,0,0.061,14,154.25,2009,1,1,3,15,12.663163943846977,3494.03
9.88,0,0.123,14,130.54,1987,0,1,2,37,13.211213439935229,2490.3
9.76,0,0.014,14,135.3,2009,1,1,3,15,13.861284704436024,2559.69
10.76,0,0.08,6,135.64,2009,1,1,3,15,12.604776507759501,2793.29
14.64,1,0.05,8,176.55,1998,2,2,1,26,12.058602554470324,478.24
14.02,2,0.035,4,131.93,2009,1,1,3,15,9.409457242707369,3453.19
12.23,2,0.136,1,117.44,2009,1,1,3,15,9.601831411985938,2752.95
12.49,0,0.027,0,130.06,2009,1,1,3,15,10.41229685373469,3069.39
13.73,0,0.064,4,131.79,2009,1,1,3,15,9.597989949748744,3384.47
8.61,2,0.046,5,132.15,1998,2,2,1,26,15.34664963418883,2234.91
15.37,1,0.04,11,120.78,2009,1,1,3,15,7.857654023811073,3531.01
15.87,0,0.006,5,142.35,1987,0,1,2,37,8.969189087014051,4083.6
10.72,0,0.045,4,130.79,1998,2,2,1,26,12.199421695737337,1276.0
9.69,0,0.104,13,100.79,1998,2,2,1,26,10.400371478691572,1838.22
12.89,1,0.021,8,158.2,2009,1,1,3,15,12.27212784112947,3735.98
11.84,1,0.122,11,140.23,2009,1,1,3,15,11.842749767756102,3129.85
7.12,2,0.009,4,57.41,1998,2,2,1,26,8.062069933998034,368.72
17.53,0,0.163,0,240.4,1999,1,0,0,25,13.712851520164278,6466.54
11.76,1,0.075,8,158.08,2009,1,1,3,15,13.441033925686593,3476.86
10.47,2,0.01,3,130.16,2009,1,1,3,15,12.430522395186706,2614.32
13.75,2,0.079,15,114.59,2009,1,1,3,15,8.333212130026908,3036.96
16.33,0,0.052,3,167.31,1999,1,0,0,25,10.244932949605046,5696.17
11.53,0,0.082,0,144.04,2009,1,1,3,15,12.491544532130778,3137.88
14.64,2,0.042,6,151.58,2009,1,1,3,15,10.353117956423743,3994.4
12.97,1,0.025,9,114.48,2009,1,1,3,15,8.825842263510909,2858.59
11.0,0,0.053,3,135.31,2009,1,1,3,15,12.299790928097446,2839.28
14.72,1,0.099,8,176.1,1987,0,1,2,37,11.962502547381291,4514.76
12.65,0,0.072,6,187.61,1999,1,0,0,25,14.829657734566439,4283.89
12.9,1,0.025,8,76.23,1998,2,2,1,26,5.908844275637548,2061.04
12.98,0,0.021,10,124.86,2009,1,1,3,15,9.618673445805408,3073.1
11.57,0,0.116,4,131.07,2009,1,1,3,15,11.327456572465646,2880.87
11.37,1,0.133,9,111.2,1987,0,1,2,37,9.779263037551669,2431.34
12.39,2,0.116,4,128.98,2009,1,1,3,15,10.40916794447583,3023.57
13.77,0,0.024,6,153.21,2009,1,1,3,15,11.125553699803937,3831.27
13.16,0,0.061,13,185.32,1999,1,0,0,25,14.080996884735203,4351.5
12.74,2,0.048,1,162.51,2009,1,1,3,15,12.754885801742406,3790.61
13.73,1,0.031,8,171.24,1987,0,1,2,37,12.47105090670745,4192.94
12.17,0,0.026,6,131.74,2009,1,1,3,15,10.824090050119137,3031.43
11.99,0,0.049,1,121.01,2009,1,1,3,15,10.091735468267869,2770.65
13.62,0,0.036,6,196.11,1987,0,1,2,37,14.397621320020558,4676.22
16.92,1,0.015,8,220.66,1999,1,0,0,25,13.040600437326397,5925.17
13.86,0,0.061,14,152.03,2009,1,1,3,15,10.96818411370031,3827.48
11.38,0,0.089,0,134.69,1998,2,2,1,26,11.834636675160354,1272.32
9.45,0,0.057,5,102.98,1998,2,2,1,26,10.896201460162947,1828.81
14.75,0,0.076,13,187.48,1987,0,1,2,37,12.709646803606535,4754.73
14.55,2,0.009,6,179.65,1987,0,1,2,37,12.346230499622019,4549.13
14.11,0,0.129,14,183.29,1987,0,1,2,37,12.989157394940118,4525.07
10.37,2,0.06,14,105.52,1998,2,2,1,26,10.17452511811783,2088.56
11.51,1,0.064,8,161.13,2009,1,1,3,15,13.99791503778994,3483.35
14.3,1,0.023,9,126.98,2009,1,1,3,15,8.879099363680862,3414.86
10.32,0,0.14,6,163.29,2009,1,1,3,15,15.821141362271097,3257.9
9.75,0,0.116,4,117.8,1998,2,2,1,26,12.080812224387243,2200.33
12.09,0,0.018,13,111.35,2009,1,1,3,15,9.20932925316351,2596.93
12.22,2,0.148,0,126.41,2009,1,1,3,15,10.343670730709434,2934.49
16.66,2,0.082,6,239.49,1999,1,0,0,25,14.374287257667607,6250.67
13.43,0,0.185,14,129.18,2009,1,1,3,15,9.618047799865982,3262.67
11.41,1,0.071,8,120.3,2009,1,1,3,15,10.542459030759794,2624.84
10.6,0,0.12,15,120.41,1987,0,1,2,37,11.358362418639752,2445.43
13.02,2,0.009,0,126.55,2009,1,1,3,15,9.718915597880347,3116.97
12.8,2,0.068,14,164.3,2009,1,1,3,15,12.834934770721038,3839.36
16.09,2,0.058,13,229.63,1999,1,0,0,25,14.270710334969857,5919.69
12.95,2,0.032,2,106.82,2009,1,1,3,15,8.248011736545442,2698.74
11.21,2,0.021,13,123.32,2009,1,1,3,15,10.999910801891,2642.31
16.14,2,0.028,6,129.92,2009,1,1,3,15,8.049067591846848,3891.48
13.49,2,0.051,3,121.63,2009,1,1,3,15,9.015640056333853,3123.54
13.91,0,0.022,6,132.72,2009,1,1,3,15,9.540651283157214,3445.66
16.83,0,0.051,4,173.25,1999,1,0,0,25,10.293506030538888,4933.98
11.41,1,0.028,11,116.59,2009,1,1,3,15,10.217334151257559,2548.46
13.62,1,0.064,9,173.0,1999,1,0,0,25,12.700976433448353,4203.82
15.53,0,0.024,0,184.27,1987,0,1,2,37,11.864657781211772,4866.29
10.74,2,0.022,13,135.31,2009,1,1,3,15,12.597523508053255,2780.41
14.8,1,0.061,9,174.32,1999,1,0,0,25,11.777582595770555,4497.83
13.06,0,0.026,5,161.47,2009,1,1,3,15,12.362759359926498,3840.28
12.19,0,0.137,13,140.54,2009,1,1,3,15,11.528176523665,3214.91
16.8,1,0.029,8,179.01,1999,1,0,0,25,10.65472293315874,5044.51
10.34,0,0.052,4,163.11,2009,1,1,3,15,15.77313606034233,3885.82
11.58,0,0.038,6,143.92,2009,1,1,3,15,12.427251532682842,3146.56
17.5,2,0.106,6,171.36,1999,1,0,0,25,9.791440489114908,5047.14
11.48,2,0.073,3,143.69,2009,1,1,3,15,12.515460325755596,3119.44
16.0,0,0.048,1,177.06,1987,0,1,2,37,11.065558402599837,4824.37
6.82,0,0.063,3,112.74,1998,2,2,1,26,16.52836827444656,1434.51
16.82,0,0.113,4,140.14,1999,1,0,0,25,8.331252600915521,4253.75
9.56,2,0.045,10,129.4,1987,0,1,2,37,13.534149147578706,2393.83
10.04,0,0.038,2,159.94,2009,1,1,3,15,15.928692361318596,3126.22
16.39,0,0.072,13,175.0,1999,1,0,0,25,10.676590812030991,4869.43
9.13,2,0.03,10,81.96,1998,2,2,1,26,8.976015770452305,1324.74
12.57,1,0.102,8,219.33,1987,0,1,2,37,17.44729933975022,4914.36
12.55,0,0.033,5,145.81,2009,1,1,3,15,11.617401003904071,3404.93
17.66,2,0.116,1,175.58,1999,1,0,0,25,9.941679406602118,5169.39
15.21,1,0.008,9,127.08,2009,1,1,3,15,8.354480310301755,3622.81
11.37,0,0.07,13,120.33,2009,1,1,3,15,10.582182745580864,2616.62
15.27,2,0.038,0,168.12,1999,1,0,0,25,11.009102219893917,4475.83
11.23,1,0.065,8,175.35,2009,1,1,3,15,15.613035348588728,3710.49
11.26,1,0.126,9,100.62,1998,2,2,1,26,8.935263298108516,2189.46
15.41,0,0.116,4,181.24,1987,0,1,2,37,11.76043086107326,4776.76
10.55,1,0.179,9,96.39,1998,2,2,1,26,9.135626954791014,1941.0
14.78,2,0.083,13,160.61,1999,1,0,0,25,10.865976591570261,4211.6
10.15,0,0.032,6,135.64,2009,1,1,3,15,13.36223032213575,2653.52
13.95,1,0.141,8,136.71,2009,1,1,3,15,9.799297541394884,3534.48
14.12,0,0.099,0,126.73,2009,1,1,3,15,8.974576871326395,3369.64
15.23,0,0.089,13,196.51,1999,1,0,0,25,12.901976232683342,5047.06
13.29,1,0.055,9,192.75,1987,0,1,2,37,14.502294785945377,4532.72
14.56,0,0.041,4,173.87,1999,1,0,0,25,11.940800769177942,4433.58
12.77,0,0.08,6,113.63,2009,1,1,3,15,8.897502153316108,2797.44
14.92,0,0.057,4,161.57,1999,1,0,0,25,10.82836271027411,4263.41
12.62,0,0.055,10,149.6,2009,1,1,3,15,11.853260438950956,3497.55
15.56,1,0.117,9,203.69,1999,1,0,0,25,13.089775721354668,5269.61
10.82,0,0.035,0,150.24,2009,1,1,3,15,13.88411422234544,3105.23
14.05,2,0.113,4,140.02,2009,1,1,3,15,9.965127037221551,3625.22
10.32,1,0.09,9,151.9,2009,1,1,3,15,14.717566127313246,3026.48
17.42,0,0.092,5,156.15,1999,1,0,0,25,8.963320130876527,4717.42
10.24,0,0.016,10,169.41,2009,1,1,3,15,16.542329850600527,3365.07
15.19,0,0.017,4,174.23,1987,0,1,2,37,11.469291027582122,4584.3
11.18,2,0.076,4,154.45,2009,1,1,3,15,13.81361237814149,3272.91
9.81,2,0.129,4,92.15,1998,2,2,1,26,9.392518601569668,1687.0
14.7,0,0.103,12,148.61,2009,1,1,3,15,10.108836133596355,3948.31
12.17,0,0.057,3,132.28,2009,1,1,3,15,10.868457809547285,3041.4
14.58,0,0.128,6,149.01,2009,1,1,3,15,10.21946368561827,3929.59
11.88,2,0.076,4,198.5,1999,1,0,0,25,16.707347866341216,4331.81
7.39,0,0.012,6,113.4,1998,2,2,1,26,15.342984711135164,1576.61
12.18,2,0.12,13,125.96,2009,1,1,3,15,10.340694524259092,2916.01
12.66,0,0.036,1,145.71,2009,1,1,3,15,11.508569623252509,3426.9
13.71,2,0.092,13,180.21,1999,1,0,0,25,13.143461454306761,4371.51
12.83,0,0.03,3,95.15,1987,0,1,2,37,7.415634011378693,2431.56
13.28,0,0.032,6,132.4,2009,1,1,3,15,9.969128830660344,3296.28
12.42,0,0.081,14,142.88,2009,1,1,3,15,11.50309958940504,3316.42
15.13,2,0.125,10,203.55,1999,1,0,0,25,13.452514704910449,5168.94
11.51,0,0.052,6,147.13,2009,1,1,3,15,12.78168708192164,3196.75
10.88,2,0.031,10,138.9,2009,1,1,3,15,12.76537082988696,2886.87
14.54,2,0.162,0,191.76,1987,0,1,2,37,13.18753868372189,4795.43
8.86,1,0.099,9,129.0,1998,2,2,1,26,14.558176278072454,2227.51
13.47,2,0.017,6,102.19,2009,1,1,3,15,7.585925321060055,2720.11
15.1,0,0.292,6,151.74,1987,0,1,2,37,10.048341169458977,4102.13
11.03,0,0.093,14,132.08,2009,1,1,3,15,11.973529145136435,2780.72
10.31,0,0.017,6,153.91,2009,1,1,3,15,14.926777228202889,2082.23
13.4,0,0.088,5,148.79,2009,1,1,3,15,11.102902768450114,3658.4
14.82,0,0.054,6,152.24,1987,0,1,2,37,10.27191147695837,4049.84
11.17,1,0.044,9,122.37,2009,1,1,3,15,10.954256557156926,2613.04
13.47,0,0.184,6,154.78,2009,1,1,3,15,11.489867121965704,3796.93
14.84,2,0.054,0,112.86,2009,1,1,3,15,7.604608853850819,3155.42
14.92,2,0.067,3,187.06,1987,0,1,2,37,12.53669325112258,4784.89
10.76,1,0.052,9,189.07,2009,1,1,3,15,17.569928445311774,3886.43
15.39,1,0.006,11,179.95,1987,0,1,2,37,11.691897862387108,4744.98
12.51,0,0.118,15,173.4,2009,1,1,3,15,13.859803373031733,3959.66
10.59,0,0.119,10,72.59,1998,2,2,1,26,6.853932584269664,1463.98
11.4,0,0.047,13,101.58,1998,2,2,1,26,8.909744759231646,2240.26
8.25,0,0.123,4,100.0,1998,2,2,1,26,12.119743061447098,1495.15
14.48,2,0.019,10,158.6,1987,0,1,2,37,10.952282300946067,4117.33
12.24,0,0.089,10,181.93,1987,0,1,2,37,14.86234784739809,2764.46
11.3,0,0.174,6,121.44,2009,1,1,3,15,10.745951685691532,1578.54
11.07,2,0.14,13,132.45,2009,1,1,3,15,11.963688916990334,2796.66
17.77,0,0.113,5,191.63,1999,1,0,0,25,10.78329863260368,5522.96
9.89,2,0.012,0,131.75,2009,1,1,3,15,13.320190071782429,2515.9
17.46,0,0.121,6,230.51,1999,1,0,0,25,13.201420308115226,6248.81
12.59,1,0.02,11,146.65,2009,1,1,3,15,11.647208323405609,3430.89
11.83,1,0.096,11,182.95,1987,0,1,2,37,15.463612543318401,4001.93
15.64,0,0.016,5,155.88,1999,1,0,0,25,9.966114698548687,4310.03
10.84,0,0.023,0,116.45,1987,0,1,2,37,10.741629001014667,2440.97
10.65,0,0.046,5,160.56,2009,1,1,3,15,15.074640878790724,3276.31
11.62,0,0.082,13,139.95,2009,1,1,3,15,12.042853454952242,3074.3
9.68,0,0.018,7,153.33,2009,1,1,3,15,15.838239851255038,2909.71
10.23,0,0.123,7,182.45,2009,1,1,3,15,17.833056397224123,3631.17
12.93,0,0.026,6,144.85,2009,1,1,3,15,11.20176320470188,3472.09
10.56,0,0.184,5,159.22,2009,1,1,3,15,15.076223842439163,3229.35
11.51,2,0.044,6,128.68,2009,1,1,3,15,11.17887238293806,2818.86
15.66,2,0.044,0,134.56,2009,1,1,3,15,8.592043930783476,3878.79
11.15,0,0.14,7,126.41,2009,1,1,3,15,11.336203031118286,2692.57
14.35,0,0.044,4,166.92,1999,1,0,0,25,11.631245209393073,4243.8
13.3,0,0.034,6,98.5,2009,1,1,3,15,7.405458236222841,2607.08
14.96,0,0.09,4,139.19,2009,1,1,3,15,9.303522491812044,3814.83
13.19,0,0.235,13,141.68,2009,1,1,3,15,10.740656508225307,3464.61
14.38,0,0.119,3,131.19,1999,1,0,0,25,9.122453236909811,5811.24
14.37,2,0.076,5,173.74,1999,1,0,0,25,12.089624939113493,4388.63
14.16,1,0.102,9,172.4,1999,1,0,0,25,12.174281477296802,4312.33
11.05,0,0.112,14,120.27,2009,1,1,3,15,10.883177992941814,2543.44
11.67,2,0.033,5,124.51,2009,1,1,3,15,10.66832319424214,2769.42
14.98,1,0.14,9,187.98,1987,0,1,2,37,12.547893999065483,4817.14
12.79,2,0.045,3,152.02,2009,1,1,3,15,11.88491908373075,3586.82
11.94,0,0.067,14,175.92,2009,1,1,3,15,14.732434469474919,3883.52
12.41,2,0.026,7,118.27,2009,1,1,3,15,9.529449681733945,2809.7
14.82,1,0.142,8,158.87,1987,0,1,2,37,10.719249713244722,4185.56
16.41,1,0.105,9,206.79,1999,1,0,0,25,12.600694656023398,5524.65
11.87,0,0.025,0,113.36,2009,1,1,3,15,9.549321876842727,2586.88
9.35,0,0.174,10,137.23,2009,1,1,3,15,14.675435782269277,2506.34
10.03,0,0.047,4,140.57,2009,1,1,3,15,14.013557970292096,2728.83
13.33,0,0.015,13,147.52,2009,1,1,3,15,11.065936538894308,2923.53
11.28,2,0.03,5,149.32,1998,2,2,1,26,13.236415211417428,680.56
15.46,1,0.026,9,171.83,1987,0,1,2,37,11.113770131298105,4595.77
13.87,0,0.1,14,178.64,1999,1,0,0,25,12.87866772402855,4374.74
10.58,0,0.016,6,144.73,2009,1,1,3,15,13.678291276816935,2938.62
10.7,0,0.041,0,160.61,2009,1,1,3,15,15.00887767498365,3289.27
14.1,2,0.031,10,155.49,2009,1,1,3,15,11.026877526416568,3953.57
